title,publish_time,authors
,2016-01-18,"Liang, Xun; Sun, Leqiang; Yu, Teng; Pan, Yongfei; Wang, Dongdong; Hu, Xueying; Fu, Zhenfang; He, Qigai; Cao, Gang"
,2016-01-25,"Yamamoto, Takehisa; Suzuki, Tohru; Ohashi, Seiichi; Miyazaki, Ayako; Tsutsui, Toshiyuki"
,2015-11-24,"MAMMAS, IOANNIS N.; GREENOUGH, ANNE; THEODORIDOU, MARIA; KRAMVIS, ANNA; CHRISTAKI, ILIANA; KOUTSAFTIKI, CHRYSSIE; KOUTSAKI, MARIA; PORTALIOU, DIMITRA M.; KOSTAGIANNI, GEORGIA; PANAGOPOULOU, PARASKEVI; SOURVINOS, GEORGE; SPANDIDOS, DEMETRIOS A."
,2015-01-01,"Almazán, Fernando; Márquez-Jurado, Silvia; Nogales, Aitor; Enjuanes, Luis"
,2016-01-25,"Klem, Thea Blystad; Kjæstad, Hans Petter; Kummen, Eiliv; Holen, Hallstein; Stokstad, Maria"
,2010-04-01,"Jiang, Shibo; Li, Runming; Du, Lanying; Liu, Shuwen"
,2016-01-27,"Gu, Hongjing; Xie, Zhengde; Li, Tieling; Zhang, Shaogeng; Lai, Chengcai; Zhu, Ping; Wang, Keyu; Han, Lina; Duan, Yueqiang; Zhao, Zhongpeng; Yang, Xiaolan; Xing, Li; Zhang, Peirui; Wang, Zhouhai; Li, Ruisheng; Yu, Jane J.; Wang, Xiliang; Yang, Penghui"
,2015-12-25,"Wu, Wenjiao; Li, Richan; Li, Xianglian; He, Jian; Jiang, Shibo; Liu, Shuwen; Yang, Jie"
,2016-01-11,"Royston, Léna; Tapparel, Caroline"
,2016-01-18,"Verbruggen, Bas; Bickley, Lisa K.; van Aerle, Ronny; Bateman, Kelly S.; Stentiford, Grant D.; Santos, Eduarda M.; Tyler, Charles R."
,2016-01-27,"Hamzić, Edin; Kjærup, Rikke Brødsgaard; Mach, Núria; Minozzi, Guilietta; Strozzi, Francesco; Gualdi, Valentina; Williams, John L.; Chen, Jun; Wattrang, Eva; Buitenhuis, Bart; Juul-Madsen, Helle Risdahl; Dalgaard, Tina Sørensen"
,2016-01-27,"Song, Hao; Qi, Jianxun; Khedri, Zahra; Diaz, Sandra; Yu, Hai; Chen, Xi; Varki, Ajit; Shi, Yi; Gao, George F."
,2016-01-14,"Park, Wan Beom; Kwon, Nak-Jung; Choe, Pyoeng Gyun; Choi, Su-Jin; Oh, Hong Sang; Lee, Sang Min; Chong, Hyonyong; Kim, Jong-Il; Song, Kyoung-Ho; Bang, Ji Hwan; Kim, Eu Suk; Kim, Hong-Bin; Park, Sang Won; Kim, Nam Joong; Oh, Myoung-don"
,2016-01-27,"Singh, Krishna P.; Verma, Neeraj; Akhoon, Bashir A.; Bhatt, Vishal; Gupta, Shishir K.; Gupta, Shailendra K.; Smita, Suchi"
,2016-01-15,"Hoffmaster, Eric; Vonk, Jennifer; Mies, Rob"
,2016-01-08,"Ezelle, Heather J.; Malathi, Krishnamurthy; Hassel, Bret A."
,2016-01-28,"Curi, Nelson Henrique de Almeida; Massara, Rodrigo Lima; de Oliveira Paschoal, Ana Maria; Soriano-Araújo, Amanda; Lobato, Zélia Inês Portela; Demétrio, Guilherme Ramos; Chiarello, Adriano Garcia; Passamani, Marcelo"
,2016-01-28,"Elfving, Kristina; Shakely, Deler; Andersson, Maria; Baltzell, Kimberly; Ali, Abdullah S.; Bachelard, Marc; Falk, Kerstin I.; Ljung, Annika; Msellem, Mwinyi I.; Omar, Rahila S.; Parola, Philippe; Xu, Weiping; Petzold, Max; Trollfors, Birger; Björkman, Anders; Lindh, Magnus; Mårtensson, Andreas"
,2016-01-29,"Desmarets, Lowiese M. B.; Vermeulen, Ben L.; Theuns, Sebastiaan; Conceição-Neto, Nádia; Zeller, Mark; Roukaerts, Inge D. M.; Acar, Delphine D.; Olyslaegers, Dominique A. J.; Van Ranst, Marc; Matthijnssens, Jelle; Nauwynck, Hans J."
,2016-01-29,"Zhang, Xu-Sheng; De Angelis, Daniela"
,2016-01-20,"Don, Elena; Farafonova, Olga; Pokhil, Suzanna; Barykina, Darya; Nikiforova, Marina; Shulga, Darya; Borshcheva, Alena; Tarasov, Sergey; Ermolaeva, Tatyana; Epstein, Oleg"
,2016-01-02,"Murphy, Aisling A.; Redwood, Alec J.; Jarvis, Michael A."
,2016-01-29,"Coudray-Meunier, Coralie; Fraisse, Audrey; Martin-Latil, Sandra; Delannoy, Sabine; Fach, Patrick; Perelle, Sylvie"
,2016-01-08,"Dang, Guanghui; Cao, Jun; Cui, Yingying; Song, Ningning; Chen, Liping; Pang, Hai; Liu, Siguo"
,2016-02-10,"Seong, Moon-Woo; Kim, So Yeon; Corman, Victor Max; Kim, Taek Soo; Cho, Sung Im; Kim, Man Jin; Lee, Seung Jun; Lee, Jee-Soo; Seo, Soo Hyun; Ahn, Ji Soo; Yu, Byeong Su; Park, Nare; Oh, Myoung-don; Park, Wan Beom; Lee, Ji Yeon; Kim, Gayeon; Joh, Joon Sung; Jeong, Ina; Kim, Eui Chong; Drosten, Christian; Park, Sung Sup"
,2016-02-01,"Kotani, Osamu; Naeem, Asif; Suzuki, Tadaki; Iwata-Yoshikawa, Naoko; Sato, Yuko; Nakajima, Noriko; Hosomi, Takushi; Tsukagoshi, Hiroyuki; Kozawa, Kunihisa; Hasegawa, Hideki; Taguchi, Fumihiro; Shimizu, Hiroyuki; Nagata, Noriyo"
,2016-01-06,"Zhang, YiMin; Liu, JiMin; Yu, Liang; Zhou, Ning; Ding, Wei; Zheng, ShuFa; Shi, Ding; Li, LanJuan"
,2016-02-01,"Sipulwa, Lenata A.; Ongus, Juliette R.; Coldren, Rodney L.; Bulimo, Wallace D."
,2015-10-20,"Zheng, Ya-Li; Li, Ran; Gao, Zhan-Cheng"
,2016-01-29,"Gao, Feng; Simon, Anne E."
,2016-02-03,"Hayashi, Yugo; Yamanaka, Masaru; Nagao, Satoshi; Komori, Hirofumi; Higuchi, Yoshiki; Hirota, Shun"
,2015-12-06,"Jefferies, Sarah; Braithwaite, Irene; Walker, Steven; Weatherall, Mark; Jennings, Lance; Luck, Michelle; Barrett, Kevin; Siebers, Robert; Blackmore, Timothy; Beasley, Richard; Perrin, Kyle"
,2016-02-03,"Homaira, Nusrat; Luby, Stephen P.; Hossain, Kamal; Islam, Kariul; Ahmed, Makhdum; Rahman, Mustafizur; Rahman, Ziaur; Paul, Repon C.; Bhuiyan, Mejbah Uddin; Brooks, W. Abdullah; Sohel, Badrul Munir; Banik, Kajal Chandra; Widdowson, Marc-Alain; Willby, Melisa; Rahman, Mahmudur; Bresee, Joseph; Ramirez, Katharine-Sturm; Azziz-Baumgartner, Eduardo"
,2015-11-03,"Ali, Abdelwahid Saeed; Al-Shraim, Mubarak; Al-Hakami, Ahmed Musa; Jones, Ian M"
,2015-12-31,"Fu, Yu; Lee, Inhan; Lee, Yong Sun; Bao, Xiaoyong"
,2016-01-27,"Kim, Hyunil; Lee, Yoo-kyoung; Kang, Sang Chul; Han, Beom Ku; Choi, Ki Myung"
,2016-02-05,"Demurtas, Olivia C.; Massa, Silvia; Illiano, Elena; De Martinis, Domenico; Chan, Paul K. S.; Di Bonito, Paola; Franconi, Rosella"
,2015-01-02,"Terry, Frances E; Moise, Leonard; Martin, Rebecca F; Torres, Melissa; Pilotte, Nils; Williams, Steven A; De Groot, Anne S"
,2016-02-05,"Wu, Kendra M.; Riley, Steven"
,2016-02-05,"Khaperskyy, Denys A.; Schmaling, Summer; Larkins-Ford, Jonah; McCormick, Craig; Gaglia, Marta M."
,2016-01-29,"Hedegaard, Chris J.; Strube, Mikael L.; Hansen, Marie B.; Lindved, Bodil K.; Lihme, Allan; Boye, Mette; Heegaard, Peter M. H."
,2016-02-06,"Jonsdottir, Hulda R.; Dijkman, Ronald"
,2013-03-11,"Cunningham, Scott A.; Mandrekar, Jayawant N.; Rosenblatt, Jon E.; Patel, Robin"
,2014-09-08,"Hickey, Jason E.; Gagnon, Anita J.; Jitthai, Nigoon"
,2016-02-09,"Kang, Yinfeng; Xiang, Bin; Yuan, Runyu; Zhao, Xiaqiong; Feng, Minsha; Gao, Pei; Li, Yanling; Li, Yulian; Ning, Zhangyong; Ren, Tao"
,2016-02-09,"Kariithi, Henry M.; İnce, İkbal Agah; Boeren, Sjef; Murungi, Edwin K.; Meki, Irene K.; Otieno, Everlyne A.; Nyanjom, Steven R. G.; van Oers, Monique M.; Vlak, Just M.; Abd-Alla, Adly M. M."
,2016-02-01,"Yamanaka, Takashi; Nemoto, Manabu; Bannai, Hiroshi; Tsujimura, Koji; Kondo, Takashi; Matsumura, Tomio; Gildea, Sarah; Cullinane, Ann"
,2016-01-29,"Cousin, Mathias; Molinari, Nicolas; Foulongne, Vincent; Caimmi, Davide; Vachier, Isabelle; Abely, Michel; Chiron, Raphael"
,2016-01-29,"Su, Su; Fry, Alicia M.; Kirley, Pam Daily; Aragon, Deborah; Yousey‐Hindes, Kimberly; Meek, James; Openo, Kyle; Oni, Oluwakemi; Sharangpani, Ruta; Morin, Craig; Hollick, Gary; Lung, Krista; Laidler, Matt; Lindegren, Mary Lou; Schaffner, William; Atkinson, Annette; Chaves, Sandra S."
,2016-01-29,"Al‐Abdallat, Mohammad; Dawson, Patrick; Haddadin, Aktham Jeries; El‐Shoubary, Waleed; Dueger, Erica; Al‐Sanouri, Tarek; Said, Mayar M.; Talaat, Maha"
,2016-02-09,"Xia, Pengpeng; Wang, Yiting; Zhu, Congrui; Zou, Yajie; Yang, Ying; Liu, Wei; Hardwidge, Philip R.; Zhu, Guoqiang"
,2015-12-17,"Lee, Meng; Wu, Yi-Ling; Ovbiagele, Bruce"
,2016-02-09,"Connor, Daniel O.; Zantow, Jonas; Hust, Michael; Bier, Frank F.; von Nickisch-Rosenegk, Markus"
,2015-10-20,"Li, Kun; Wohlford-Lenane, Christine; Perlman, Stanley; Zhao, Jincun; Jewell, Alexander K.; Reznikov, Leah R.; Gibson-Corley, Katherine N.; Meyerholz, David K.; McCray, Paul B."
,2016-01-05,"Sun, Wei; Fang, Mingli; Chen, Yajing; Yang, Zhaogang; Xiao, Yue; Wan, Min; Wang, Hua; Yu, Yongli; Wang, Liying"
,2016-02-10,"Cheng, Brian Chi Yan; Yu, Hua; Guo, Hui; Su, Tao; Fu, Xiu-Qiong; Li, Ting; Cao, Hui-Hui; Tse, Anfernee Kai-Wing; Wu, Zheng-Zhi; Kwan, Hiu-Yee; Yu, Zhi-Ling"
,2016-02-10,"Furuyama, Wakako; Marzi, Andrea; Nanbo, Asuka; Haddock, Elaine; Maruyama, Junki; Miyamoto, Hiroko; Igarashi, Manabu; Yoshida, Reiko; Noyori, Osamu; Feldmann, Heinz; Takada, Ayato"
,2016-02-04,"Zhao, Xiaomin; Song, Xiangjun; Bai, Xiaoyuan; Fei, Naijiao; Huang, Yong; Zhao, Zhimin; Du, Qian; Zhang, Hongling; Zhang, Liang; Tong, Dewen"
,2016-02-10,"Neufeldt, Christopher J.; Joyce, Michael A.; Van Buuren, Nicholas; Levin, Aviad; Kirkegaard, Karla; Gale Jr., Michael; Tyrrell, D. Lorne J.; Wozniak, Richard W."
,2016-02-08,"Madera, Sharline; Rapp, Moritz; Firth, Matthew A.; Beilke, Joshua N.; Lanier, Lewis L.; Sun, Joseph C."
,2016-02-11,"Ionidis, Georgios; Hübscher, Judith; Jack, Thomas; Becker, Britta; Bischoff, Birte; Todt, Daniel; Hodasa, Veronika; Brill, Florian H. H.; Steinmann, Eike; Steinmann, Jochen"
,2016-02-11,"Dellicour, Simon; Rose, Rebecca; Pybus, Oliver G."
,2016-01-29,"Kim, Cheonsoo"
,2016-01-29,"Kim, Ock-Joo"
,2016-02-11,"Young, Cristin C. W.; Olival, Kevin J."
,2016-02-11,"Lehners, Nicola; Tabatabai, Julia; Prifert, Christiane; Wedde, Marianne; Puthenparambil, Joe; Weissbrich, Benedikt; Biere, Barbara; Schweiger, Brunhilde; Egerer, Gerlinde; Schnitzler, Paul"
,2015-08-07,"LI, Chunqiu; WEI, Shan; GUO, Donghua; WANG, Zhihui; GENG, Yufei; WANG, Enyu; ZHAO, Xiwen; SU, Mingjun; WANG, Xinyu; SUN, Dongbo"
,2015-08-28,"TSURUTA, Yuya; SHIBUTANI, Shusaku T.; WATANABE, Rie; IWATA, Hiroyuki"
,2016-02-12,"Cebey-López, Miriam; Pardo-Seco, Jacobo; Gómez-Carballa, Alberto; Martinón-Torres, Nazareth; Martinón-Sánchez, José María; Justicia-Grande, Antonio; Rivero-Calle, Irene; Pinnock, Elli; Salas, Antonio; Fink, Colin; Martinón-Torres, Federico"
,2016-02-12,"Chan, Kamfai; Wong, Pui-Yan; Yu, Peter; Hardick, Justin; Wong, Kah-Yat; Wilson, Scott A.; Wu, Tiffany; Hui, Zoe; Gaydos, Charlotte; Wong, Season S."
,2016-02-12,"Izquierdo, Laure; Oliveira, Catarina; Fournier, Carole; Descamps, Véronique; Morel, Virginie; Dubuisson, Jean; Brochot, Etienne; Francois, Catherine; Castelain, Sandrine; Duverlie, Gilles; Helle, Francois"
,2016-02-12,"Tallam, Aravind; Perumal, Thaneer M.; Antony, Paul M.; Jäger, Christian; Fritz, Joëlle V.; Vallar, Laurent; Balling, Rudi; del Sol, Antonio; Michelucci, Alessandro"
,2016-02-09,"Spence, Jennifer S.; Krause, Tyler B.; Mittler, Eva; Jangra, Rohit K.; Chandran, Kartik"
,2016-02-09,"Wang, Yi; Liu, Li"
,2016-02-13,"Shi, Sen; Koya, Daisuke; Kanasaki, Keizo"
,2016-02-15,"Fair, Jeanne M.; Stokes, Martha Mangum; Pennington, Deana; Mendenhall, Ian H."
,2016-02-16,"Li, Chunmei; Teng, Xin; Qi, Yifei; Tang, Bo; Shi, Hailing; Ma, Xiaomin; Lai, Luhua"
,2016-02-16,"Kim, Sung-Il; Song, Jong Tae; Jeong, Jin-Yong; Seo, Hak Soo"
,2016-02-16,"Ge, Xing-Yi; Yang, Wei-Hong; Pan, Hong; Zhou, Ji-Hua; Han, Xi; Zhu, Guang-Jian; Desmond, James S.; Daszak, Peter; Shi, Zheng-Li; Zhang, Yun-Zhi"
,2016-02-16,"Zhao, Xiaomin; Xiang, Hailing; Bai, Xiaoyuan; Fei, Naijiao; Huang, Yong; Song, Xiangjun; Zhang, Hongling; Zhang, Liang; Tong, Dewen"
,2015-06-30,"Puntambekar, Shweta S.; Hinton, David R.; Yin, Xinghua; Savarin, Carine; Bergmann, Cornelia C.; Trapp, Bruce D.; Stohlman, Stephen A."
,2016-02-10,"Kwakkenbos, Mark J.; van Helden, Pauline M.; Beaumont, Tim; Spits, Hergen"
,2016-02-03,"Bande, Faruku; Arshad, Siti Suri; Omar, Abdul Rahman; Bejo, Mohd Hair; Abubakar, Muhammad Salisu; Abba, Yusuf"
,2015-11-05,"Ma, Lu-Lu; Yu, Xue-Rong"
,2016-02-17,"Virlogeux, Victor; Yang, Juan; Fang, Vicky J.; Feng, Luzhao; Tsang, Tim K.; Jiang, Hui; Wu, Peng; Zheng, Jiandong; Lau, Eric H. Y.; Qin, Ying; Peng, Zhibin; Peiris, J. S. Malik; Yu, Hongjie; Cowling, Benjamin J."
,2016-02-18,"Turner, Erin L.; Nielsen, Katie R.; Jamal, Shelina M.; von Saint André-von Arnim, Amelie; Musa, Ndidiamaka L."
,2016-02-18,"Plazzotta, Giacomo; Kwan, Christopher; Boyd, Michael; Colijn, Caroline"
,2016-01-18,"Banerjee, Nilotpal; Mukhopadhyay, Sumi"
,2016-02-18,"Choe, Se-Eun; Park, Kee-Hwan; Lim, Seong-In; Le, Van Phan; Hien, Nguyen Ba; Thach, Pham Ngoc; Phuong, Le Huynh Thanh; An, Byung-Hyun; Han, Song Hee; Cho, In-Soo; An, Dong-Jun"
,2015-07-22,"Ying, Tianlei; Li, Wei; Dimitrov, Dimiter S."
,2016-02-19,"Guo, Ru-ning; Zheng, Hui-zhen; Ou, Chun-quan; Huang, Li-qun; Zhou, Yong; Zhang, Xin; Liang, Can-kun; Lin, Jin-yan; Zhong, Hao-jie; Song, Tie; Luo, Hui-ming"
,2016-02-19,"Meseda, Clement A.; Atukorale, Vajini; Kuhn, Jordan; Schmeisser, Falko; Weir, Jerry P."
,2016-02-19,"Eck, Melanie; Durán, Margarita García; Ricklin, Meret E.; Locher, Samira; Sarraseca, Javier; Rodríguez, María José; McCullough, Kenneth C.; Summerfield, Artur; Zimmer, Gert; Ruggli, Nicolas"
,2016-02-17,"Roger, François; Caron, Alexandre; Morand, Serge; Pedrono, Miguel; de Garine-Wichatitsky, Michel; Chevalier, Veronique; Tran, Annelise; Gaidet, Nicolas; Figuié, Muriel; de Visscher, Marie-Noël; Binot, Aurélie"
,2016-02-22,"Munster, Vincent J.; Adney, Danielle R.; van Doremalen, Neeltje; Brown, Vienna R.; Miazgowicz, Kerri L.; Milne-Price, Shauna; Bushmaker, Trenton; Rosenke, Rebecca; Scott, Dana; Hawkinson, Ann; de Wit, Emmie; Schountz, Tony; Bowen, Richard A."
,2015-08-20,"Ganguli, Ishani; Chang, Yuchiao; Weissman, Arlene; Armstrong, Katrina; Metlay, Joshua P."
,2016-02-19,"Holm, Christian K.; Rahbek, Stine H.; Gad, Hans Henrik; Bak, Rasmus O.; Jakobsen, Martin R.; Jiang, Zhaozaho; Hansen, Anne Louise; Jensen, Simon K.; Sun, Chenglong; Thomsen, Martin K.; Laustsen, Anders; Nielsen, Camilla G.; Severinsen, Kasper; Xiong, Yingluo; Burdette, Dara L.; Hornung, Veit; Lebbink, Robert Jan; Duch, Mogens; Fitzgerald, Katherine A.; Bahrami, Shervin; Mikkelsen, Jakob Giehm; Hartmann, Rune; Paludan, Søren R."
,2016-02-22,"Hoffmann, Markus; González Hernández, Mariana; Berger, Elisabeth; Marzi, Andrea; Pöhlmann, Stefan"
,2016-02-23,"Zhu, Qiankun; He, Guizhen; Wang, Jie; Wang, Yukang; Chen, Wei"
,2015-10-10,"Poltronieri, Palmiro; Sun, Binlian; Mallardo, Massimo"
,2016-02-22,"Warren, Travis K.; Whitehouse, Chris A.; Wells, Jay; Welch, Lisa; Charleston, Jay S.; Heald, Alison; Nichols, Donald K.; Mattix, Marc E.; Palacios, Gustavo; Kugleman, Jeffrey R.; Iversen, Patrick L.; Bavari, Sina"
,2016-02-24,"Narendrula, Rashmi; Mispel-Beyer, Kyle; Guo, Baoqing; Parissenti, Amadeo M.; Pritzker, Laura B.; Pritzker, Ken; Masilamani, Twinkle; Wang, Xiaohui; Lannér, Carita"
,2016-02-13,"Nolte, Thomas; Brander-Weber, Patricia; Dangler, Charles; Deschl, Ulrich; Elwell, Michael R.; Greaves, Peter; Hailey, Richard; Leach, Michael W.; Pandiri, Arun R.; Rogers, Arlin; Shackelford, Cynthia C.; Spencer, Andrew; Tanaka, Takuji; Ward, Jerrold M."
,2016-01-18,"Fairley, Jessica K.; Kozarsky, Phyllis E.; Kraft, Colleen S.; Guarner, Jeannette; Steinberg, James P.; Anderson, Evan; Jacob, Jesse T.; Meloy, Patrick; Gillespie, Darria; Espinoza, Tamara R.; Isakov, Alexander; Vanairsdale, Sharon; Baker, Esther; Wu, Henry M."
,2016-02-25,"Xu, Guanlong; Zhang, Xuxiao; Sun, Yipeng; Liu, Qinfang; Sun, Honglei; Xiong, Xin; Jiang, Ming; He, Qiming; Wang, Yu; Pu, Juan; Guo, Xin; Yang, Hanchun; Liu, Jinhua"
,2016-02-25,"Zhao, Hanjun; Zhou, Jie; Zhang, Ke; Chu, Hin; Liu, Dabin; Poon, Vincent Kwok-Man; Chan, Chris Chung-Sing; Leung, Ho-Chuen; Fai, Ng; Lin, Yong-Ping; Zhang, Anna Jin-Xia; Jin, Dong-Yan; Yuen, Kwok-Yung; Zheng, Bo-Jian"
,2016-02-25,"Weng, Shunyan; Zhou, Liang; Deng, Qing; Wang, Jiaxian; Yu, Yan; Zhu, Jianwei; Yuan, Yunsheng"
,2016-02-25,"Al-Khannaq, Maryam Nabiel; Ng, Kim Tien; Oong, Xiang Yong; Pang, Yong Kek; Takebe, Yutaka; Chook, Jack Bee; Hanafi, Nik Sherina; Kamarulzaman, Adeeba; Tee, Kok Keng"
,2016-02-25,"Grant, Catherine; Lo Iacono, Giovanni; Dzingirai, Vupenyu; Bett, Bernard; Winnebah, Thomas R. A.; Atkinson, Peter M."
,2016-03-10,"Virlogeux, Victor; Park, Minah; Wu, Joseph T.; Cowling, Benjamin J."
,2016-03-10,"Malik, Asim; El Masry, Karim Medhat; Ravi, Mini; Sayed, Falak"
,2016-03-10,"Miguel, Eve; Perera, Ranawaka A.P.M.; Baubekova, Almagul; Chevalier, Véronique; Faye, Bernard; Akhmetsadykov, Nurlan; Ng, Chun Yin; Roger, François; Peiris, Malik"
,2016-02-26,"Liu, Chia-Lin; Hung, Hui-Chen; Lo, Shou-Chen; Chiang, Ching-Hui; Chen, I-Jung; Hsu, John T.-A.; Hou, Ming-Hon"
,2016-02-26,"Muñoz-González, Sara; Pérez-Simó, Marta; Colom-Cadena, Andreu; Cabezón, Oscar; Bohórquez, José Alejandro; Rosell, Rosa; Pérez, Lester Josué; Marco, Ignasi; Lavín, Santiago; Domingo, Mariano; Ganges, Llilianne"
,2016-02-26,"Irigoyen, Nerea; Firth, Andrew E.; Jones, Joshua D.; Chung, Betty Y.-W.; Siddell, Stuart G.; Brierley, Ian"
,2015-12-08,"Chretien, Jean-Paul; Riley, Steven; George, Dylan B"
,2014-11-29,"Foley, Nicole M.; Thong, Vu Dinh; Soisook, Pipat; Goodman, Steven M.; Armstrong, Kyle N.; Jacobs, David S.; Puechmaille, Sébastien J.; Teeling, Emma C."
,2016-02-22,"Nishiura, Hiroshi; Endo, Akira; Saitoh, Masaya; Kinoshita, Ryo; Ueno, Ryo; Nakaoka, Shinji; Miyamatsu, Yuichiro; Dong, Yueping; Chowell, Gerardo; Mizumoto, Kenji"
,2016-02-29,"Dai, Wenjie; Chen, Long; Tan, Hongzhuan; Wang, Jieru; Lai, Zhiwei; Kaminga, Atipatsa C.; Li, Yan; Liu, Aizhong"
,2016-02-29,"Wang, Li; Wang, Jinfeng; Xu, Chengdong; Liu, Tiejun"
,2016-02-16,"Semwal, Deepak Kumar; Semwal, Ruchi Badoni; Combrinck, Sandra; Viljoen, Alvaro"
,2016-03-01,"Ren, Jingli; Zhang, Liying; Siegmund, Stefan"
,2015-06-17,"Lu, Lu; Xia, Shuai; Ying, Tianlei; Jiang, Shibo"
,2016-03-01,"Liu, Shelan; Chan, Ta-Chien; Chu, Yu-Tseng; Wu, Joseph Tsung-Shu; Geng, Xingyi; Zhao, Na; Cheng, Wei; Chen, Enfu; King, Chwan-Chuen"
,2016-03-01,"McCaig, William D.; Loving, Crystal L.; Hughes, Holly R.; Brockmeier, Susan L."
,2016-03-01,"Liu, Zhao; Jiang, Zhigang; Fang, Hongxia; Li, Chunwang; Mi, Aizi; Chen, Jing; Zhang, Xiaowei; Cui, Shaopeng; Chen, Daiqiang; Ping, Xiaoge; Li, Feng; Li, Chunlin; Tang, Songhua; Luo, Zhenhua; Zeng, Yan; Meng, Zhibin"
,2016-02-23,"Ki, Chang-Seok; Lee, Hyukmin; Sung, Heungsup; Kim, Sinyoung; Seong, Moon-Woo; Yong, Dongeun; Kim, Jae-Seok; Lee, Mi-Kyung; Kim, Mi-Na; Choi, Jong-Rak; Kim, Jeong-Ho"
,2015-02-23,"Seong, Moon-Woo; Lee, Seung Jun; Cho, Sung Im; Ko, Kyungphil; Kim, Mi-Na; Sung, Heungsub; Kim, Jae-Seok; Ahn, Ji Soo; Yu, Byung Su; Kim, Taek Soo; Kim, Eui Chong; Park, Sung Sup"
,2016-02-17,"Barbarash, L.; Kudryavtsev, I.; Rutkovskaya, N.; Golovkin, A."
,2016-03-01,"Plasil, Martin; Mohandesan, Elmira; Fitak, Robert R.; Musilova, Petra; Kubickova, Svatava; Burger, Pamela A.; Horin, Petr"
,2015-02-10,"Kumar, Ramesh; Sreenivasa, B. P.; Tamilselvan, R. P."
,2015-09-19,"Mahdy, Safy El din; Hassanin, Amr Ismail; Gamal El-Din, Wael Mossad; Ibrahim, Ehab El-Sayed; Fakhry, Hiam Mohamed"
,2015-09-22,"Peter, Getrude Shepelo; Gitau, George Karuoya; Mulei, Charles Matiku; Vanleeuwen, John; Richards, Shauna; Wichtel, Jeff; Uehlinger, Fabienne; Mainga, Omwando"
,,"Gounder, Anshu P.; Myers, Nicolle D.; Treuting, Piper M.; Bromme, Beth A.; Wilson, Sarah S.; Wiens, Mayim E.; Lu, Wuyuan; Ouellette, André J.; Spindler, Katherine R.; Parks, William C.; Smith, Jason G."
,,"Ramirez, Alejandro; Co, Mary; Mathew, Anuja"
,,"Su, Jia-Hang; Diao, Rui-Gang; Lv, Shu-Guang; Mou, Xiao-Dong; Li, Kefeng"
,,"Cuadrado, Irene; Piedras, Maria Jose Garcia Miguel; Herruzo, Irene; Turpin, Maria del Carmen; Castejón, Borja; Reventun, Paula; Martin, Ana; Saura, Marta; Zamorano, Jose Luis; Zaragoza, Carlos"
,,"Alkhamis, Mohammad A.; VanderWaal, Kimberly"
,,"Wang, Xue; Tan, Jiying; Biswas, Santanu; Zhao, Jiangqin; Devadas, Krishnakumar; Ye, Zhiping; Hewlett, Indira"
,,"Zhao, Tiejun"
,,"Oude Munnink, Bas B.; van der Hoek, Lia"
,,"Leroy, Baptiste; Gillet, Laurent; Vanderplasschen, Alain; Wattiez, Ruddy"
,,"Friis-Nielsen, Jens; Kjartansdóttir, Kristín Rós; Mollerup, Sarah; Asplund, Maria; Mourier, Tobias; Jensen, Randi Holm; Hansen, Thomas Arn; Rey-Iglesia, Alba; Richter, Stine Raith; Nielsen, Ida Broman; Alquezar-Planas, David E.; Olsen, Pernille V. S.; Vinner, Lasse; Fridholm, Helena; Nielsen, Lars Peter; Willerslev, Eske; Sicheritz-Pontén, Thomas; Lund, Ole; Hansen, Anders Johannes; Izarzugaza, Jose M. G.; Brunak, Søren"
,,"Alserehi, Haleema; Wali, Ghassan; Alshukairi, Abeer; Alraddadi, Basem"
,,"Carver, Scott; Mills, James N.; Parmenter, Cheryl A.; Parmenter, Robert R.; Richardson, Kyle S.; Harris, Rachel L.; Douglass, Richard J.; Kuenzi, Amy J.; Luis, Angela D."
,,"Kayalha, Hamid; Yazdi, Zohreh; Rastak, Shahram; Dizaniha, Mojtaba"
,,"Latiff, Latiffah A; Parhizkar, Saadat; Zainuddin, Huda; Chun, Goh M; Ramli, Mohammad Ali A Rahiman Nur Liyana N; Yun, Kerk L"
,,"Wille, Michelle; Muradrasoli, Shaman; Nilsson, Anna; Järhult, Josef D."
,,"Behera, Monalisa; Panda, S. K.; Sahoo, P. K.; Acharya, A. P.; Patra, R. C.; Das, Sweta; Pati, S."
,,"Cho, Chao-Cheng; Lin, Meng-Hsuan; Chuang, Chien-Ying; Hsu, Chun-Hua"
,,"Boltaña, Sebastian; Valenzuela-Miranda, Diego; Aguilar, Andrea; Mackenzie, Simon; Gallardo-Escárate, Cristian"
,,"Zhao, Dianyuan; Han, Xintao; Zheng, Xuexing; Wang, Hualei; Yang, Zaopeng; Liu, Di; Han, Ke; Liu, Jing; Wang, Xiaowen; Yang, Wenting; Dong, Qingyang; Yang, Songtao; Xia, Xianzhu; Tang, Li; He, Fuchu"
,,"Nie, Lixing; Dai, Zhong; Ma, Shuangcheng"
,,"Wang, Fenghua; Chen, Cheng; Tan, Wenjie; Yang, Kailin; Yang, Haitao"
,,"D’Anna, Silvestro Ennio; Balbi, Bruno; Cappello, Francesco; Carone, Mauro; Di Stefano, Antonino"
,,"Yun, Sang-Im; Song, Byung-Hak; Kim, Jin-Kyoung; Lee, Young-Min"
